refId,name,intro ,imageid,iconid,shirt,position,star,league,nation,skillrefid,specialType,offense,organize,defense,goalkeep,a,b,c,d,offenseJie,organizeJie,defenseJie,goalkeepJie
10110,蒙托利沃,技术全面，柔韧性好，年少便被认为是天才前腰。,hero_h_10110,hero_i_10110,shirt_604,2,4,4,4,4065,1,102,78,21,31,1000,3500,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10114,夸利亚雷拉,不缺少技术、天赋和积极，但门前的感觉并不好。,hero_h_10114,hero_i_10114,shirt_604,2,4,4,4,4058,1,90,76,21,31,3500,1000,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10193,佩佩,在边锋或二前锋时盘带、突破和速度上有优势。,hero_h_10193,hero_i_10193,shirt_604,2,4,8,4,4058,1,40,46,130,32,1000,1000,3500,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10214,德切利,被称作“尤文图斯青训最宝贵的产品之一”。,hero_h_10214,hero_i_10214,shirt_604,3,4,4,4,4076,1,18,98,67,32,1000,1000,3500,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10008,戈麦斯,技术全面，无论是左右脚射门还是头球都能把握恰到好处。,hero_h_10008,hero_i_10008,shirt_603,1,4,3,3,4070,1,135,105,56,21,3500,1000,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10030,T・穆勒,2010年南非世界杯最佳射手，为德国队成功卫冕了世界杯金靴奖。,hero_h_10030,hero_i_10030,shirt_603,1,4,3,3,4069,1,120,99,61,21,3500,1000,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10087,罗伊斯,别名小火箭，拥有很高的纪律性。,hero_h_10087,hero_i_10087,shirt_603,1,4,8,3,4055,1,120,76,32,31,1000,3500,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10115,克罗斯,脚法出众，头脑清晰而富于创造力。,hero_h_10115,hero_i_10115,shirt_603,2,4,3,3,4071,1,70,71,35,42,3500,1000,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10116,赫迪拉,勒夫称赞他小小年纪就拥有如此高的比赛智商和出色的技术。,hero_h_10116,hero_i_10116,shirt_603,2,4,5,3,4068,1,110,47,74,32,3500,1000,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10141,厄齐尔,脚下技术细腻、擅长传威胁球，自己射门的能力也不弱。,hero_h_10141,hero_i_10141,shirt_603,2,4,5,3,4054,1,78,140,61,72,1000,3500,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10195,梅策尔德,上抢凶狠，往往令世界级前锋也心虚。,hero_h_10195,hero_i_10195,shirt_603,3,4,3,3,4076,1,33,76,130,41,1000,1000,3500,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10209,默特萨克,冷静，尽管自己可能比对方前锋迟缓但从不慌乱。,hero_h_10209,hero_i_10209,shirt_603,3,4,2,3,4059,1,40,53,125,56,1000,1000,3500,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10276,诺伊尔,反应速度快，防守覆盖面大，拜仁的新门神。,hero_h_10276,hero_i_10276,shirt_603,4,4,3,3,4064,1,34,36,55,150,1000,1000,1000,3500,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10295,阿德勒,反应神速又不缺冷静和凶狠，对出击时机的把握炉火纯青。,hero_h_10295,hero_i_10295,shirt_603,4,4,3,3,4064,1,34,36,86,130,1000,1000,1000,3500,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10073,莱因克尔,英式前锋的代表人物，86年世界杯最佳射手。 ,hero_h_10073,hero_i_10073,shirt_602,1,4,8,2,4056,1,120,92,38,32,3500,1000,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10092,沃尔科特,十多岁时曾在地区运动会上跑出11秒5的成绩。,hero_h_10092,hero_i_10092,shirt_602,2,4,2,2,4065,1,120,92,38,32,1000,3500,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10102,乔・科尔,技术出众，左脚控球技术好，助攻能力强。,hero_h_10102,hero_i_10102,shirt_602,2,4,6,2,4068,1,67,90,120,50,1000,1000,3500,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10196,莱德利・金,头球争顶和防空环节极强，协防补位意识较好。,hero_h_10196,hero_i_10196,shirt_602,3,4,2,2,4060,1,67,30,120,50,1000,1000,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10197,卡拉格,作风勇猛，拼抢和拦截都很积极。,hero_h_10197,hero_i_10197,shirt_602,3,4,2,2,4059,1,12,30,122,50,1000,1000,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10213,G・约翰逊,身体强壮，长传精准，有很好的进攻意识，远射颇具威胁。,hero_h_10213,hero_i_10213,shirt_602,3,4,2,2,4075,1,43,52,110,32,1000,3500,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10300,乔・哈特,身材高大但是瘦削，反应敏捷，手控球，以及用脚长传很准。,hero_h_10300,hero_i_10300,shirt_602,4,4,2,2,4077,1,34,36,86,144,1000,1000,1000,3500,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10081,法尔考,曾获'南美最佳运动员''世界十名最佳足球运动员'称号。,hero_h_10081,hero_i_10081,shirt_601,1,4,8,1,4067,1,144,91,47,67,3500,1000,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10082,胡尔克,由于酷似电影里的绿巨人于是被称为“浩克”。,hero_h_10082,hero_i_10082,shirt_601,1,4,8,1,4066,1,52,58,83,94,1000,1000,3500,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10097,莫塔,自巴萨在诺坎普3比0大胜马洛卡后有了自己的一线位置。,hero_h_10097,hero_i_10097,shirt_601,2,4,4,1,4054,1,110,85,41,61,1000,1000,3500,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10103,塞纳,技术细腻，抢截动作不大但效果很好。,hero_h_10103,hero_i_10103,shirt_601,2,4,5,1,4071,1,63,84,120,53,1000,1000,3500,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10188,T・席尔瓦,无论弹跳还是拦抢都具备了超强的素质。,hero_h_10188,hero_i_10188,shirt_601,2,4,8,1,4053,1,78,98,35,40,1000,3500,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10191,卢卡斯,据报道他的转会金额高达4500万欧元。,hero_h_10191,hero_i_10191,shirt_601,2,4,8,1,4054,1,35,98,47,57,1000,3500,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10211,西西尼奥,典型的助攻型边后卫，是联合会杯上的助攻王。,hero_h_10211,hero_i_10211,shirt_601,3,4,4,1,4073,1,44,51,120,53,1000,1000,3500,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10212,胡安,出众的肌肉爆发力让他能在短距离拥有极快的加速度。,hero_h_10212,hero_i_10212,shirt_601,3,4,4,1,4074,1,51,54,120,62,1000,3500,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10010,吉尼亚克,曾在2008－2009赛季以24个进球当选法甲最佳射手。,hero_h_10010,hero_i_10010,shirt_611,1,3,6,8,4082,3,134,12,43,23,2500,1000,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10013,约维蒂奇,活动范围较大，射门，控球和传球都有一定水平。,hero_h_10013,hero_i_10013,shirt_629,1,3,4,8,4078,1,92,110,33,55,2500,1000,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10036,卡瓦尼,仅20岁的卡瓦尼便获得南美U20锦标赛金靴。,hero_h_10036,hero_i_10036,shirt_615,1,3,4,8,4080,1,90,99,41,63,2500,1000,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10094,巴伦西亚,主要司职中场多个攻击型位置。,hero_h_10094,hero_i_10094,shirt_628,2,3,2,8,4087,1,61,87,41,32,1000,2500,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10118,梅雷莱斯,可以胜任中场任何位置，主要负责中场的防守拦截工作。,hero_h_10118,hero_i_10118,shirt_608,2,3,2,8,4081,1,53,89,98,32,1000,1000,2500,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10119,拉米雷斯,连续夺得中甲和中超金靴的双料射手王,hero_h_10119,hero_i_10119,shirt_617,2,3,2,8,4080,1,99,76,51,53,2500,1000,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10122,蒙塔里,拥有卡卡的球感和戴维斯的全能性，是一个值得关注的球员。 ,hero_h_10122,hero_i_10122,shirt_624,2,3,4,8,4081,1,43,87,99,20,1000,2500,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10132,纳尼,以速度快、脚法好、盘带出色著称。,hero_h_10132,hero_i_10132,shirt_608,2,3,2,8,4080,1,98,99,49,32,1000,2500,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10163,摩德里奇,最大特点是攻守转换时的跑位；在进攻组织者中他的防守也算上乘。,hero_h_10163,hero_i_10163,shirt_619,2,3,2,8,4084,1,41,89,84,50,1000,1000,2500,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10217,苏博蒂奇,除了防守之外还具备一定的得分能力。,hero_h_10217,hero_i_10217,shirt_603,3,3,3,3,4086,1,77,76,89,21,1000,1000,2500,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10220,里瑟,有称“挪威重炮手”足见其超群的重炮远射功夫与良好的身体素质。,hero_h_10220,hero_i_10220,shirt_626,3,3,2,8,4089,1,78,72,56,42,1000,1000,2500,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10221,森德罗斯,新年期间突然爆发，顶替了受伤的坎贝尔，在坎贝尔复出后依然是球队主力。,hero_h_10221,hero_i_10221,shirt_624,3,3,2,8,4085,1,88,57,41,34,1000,2500,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10222,齐沃,2007-08赛季在国米表现突出，成功帮助国米卫冕联赛冠军。,hero_h_10222,hero_i_10222,shirt_627,3,3,4,8,4086,1,86,53,99,32,1000,2500,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10232,科斯切尔尼,拥有良好的身体素质，预判准确，铲断精准凶悍，控球沉稳，传球犀利。,hero_h_10232,hero_i_10232,shirt_611,3,3,2,8,4087,1,40,78,99,32,2500,1000,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10241,孔帕尼,身材高大而且身体素质出众，是“欧洲最有天份的球员”之一。,hero_h_10241,hero_i_10241,shirt_629,3,3,2,8,4086,3,78,76,89,31,2500,1000,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10301,汉达诺维奇,稳健的发挥和超强的个人能力是他在意大利足坛立足的重要支点。,hero_h_10301,hero_i_10301,shirt_627,4,3,4,8,4090,1,78,76,89,31,1000,2500,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10302,吉文,是一名爱尔兰足球运动员。目前效力于英超的阿斯顿维拉俱乐部。,hero_h_10302,hero_i_10302,shirt_629,4,3,2,8,4090,1,34,76,86,53,1000,2500,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10304,洛里斯,特别之处是反应和扑救的速度。,hero_h_10304,hero_i_10304,shirt_611,4,3,2,8,4090,1,34,36,86,120,1000,1000,1000,2500,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10306,弗雷,门线技术出众、扑救动作精确而精彩。,hero_h_10306,hero_i_10306,shirt_627,4,3,4,8,4090,1,34,36,86,132,1000,1000,1000,2500,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10018,库伊特,曾以29球成为了荷甲射手王。,hero_h_10018,hero_i_10018,shirt_607,1,3,2,7,4082,1,112,78,19,21,2500,1000,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10123,德伦特,推进速度快，善于突破过人，拥有不错的远射和任意球功夫。,hero_h_10123,hero_i_10123,shirt_607,2,3,2,7,4084,1,121,78,48,23,2500,1000,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10014,米利托,以敏锐的触觉和精湛的射术而闻名。,hero_h_10014,hero_i_10014,shirt_606,1,3,4,6,4083,1,130,66,72,21,2500,1000,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10015,拉维奇,突破能力强，技术精湛，空跑和带球速度都很快。,hero_h_10015,hero_i_10015,shirt_606,1,3,4,6,4084,1,65,108,44,33,1000,2500,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10145,帕斯托雷,优雅的球风，后插上的能力以及断球的本领。,hero_h_10145,hero_i_10145,shirt_606,2,3,6,6,4080,1,37,99,54,53,1000,2500,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10147,马斯切拉诺,有不错的位置感，当今足坛后腰位置上防守能力最好的球员之一。,hero_h_10147,hero_i_10147,shirt_606,2,3,5,6,4080,1,37,78,99,21,1000,1000,2500,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10011,略伦特,"高而不笨,移动灵活，以及接应意识十分突出。",hero_h_10011,hero_i_10011,shirt_605,1,3,5,5,4081,1,89,132,52,33,1000,1000,2500,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10143,佩德罗,技术出色、速度奇快，既能门前抢点破门也能大力远射得分。,hero_h_10143,hero_i_10143,shirt_605,2,3,5,5,4078,1,89,98,65,32,2500,1000,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10236,拉莫斯,脚下技术细致出色，定位球强点突出，头球出众，能力全面。,hero_h_10236,hero_i_10236,shirt_605,3,3,5,5,4085,1,89,98,88,32,1000,1000,2500,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10297,阿森霍,在巴拉多利德青年队开始职业生涯，俱乐部中最具有天赋的球员之一。,hero_h_10297,hero_i_10297,shirt_605,4,3,5,5,4090,1,78,56,76,34,1000,1000,2500,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10016,迪纳塔莱,拥有出色的基本功和脚法，左右开弓，射门方式多样。,hero_h_10016,hero_i_10016,shirt_604,1,3,4,4,4080,1,89,78,63,32,2500,1000,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10146,马尔基西奥,攻防俱佳，出色的跑动和拦截能力，使其成为中场的屏障。,hero_h_10146,hero_i_10146,shirt_604,2,3,4,4,4079,1,42,88,89,34,1000,1000,2500,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10148,德罗西,能攻善守，欧洲顶级中场。他抢断出色，视野开阔，传球精准。,hero_h_10148,hero_i_10148,shirt_604,2,3,4,4,4081,1,47,98,99,55,1000,2500,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10216,桑顿,在自己的处子秀中用完美的表现震惊了所有的球迷和行家们。,hero_h_10216,hero_i_10216,shirt_604,3,3,2,4,4085,1,39,51,47,50,2500,1000,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10218,格罗索,速度快、技术好，助攻出色，左脚脚法秀丽。,hero_h_10218,hero_i_10218,shirt_604,3,3,4,4,4087,1,42,74,97,53,1000,1000,2500,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10219,博努奇,身材强壮高大，防守面积很大，速度不错。,hero_h_10219,hero_i_10219,shirt_604,3,3,4,4,4088,1,47,32,99,38,1000,1000,2500,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10296,阿比亚蒂,比赛型门将，出击十分果断，对高空球与一对一面对单刀球的造诣颇深。,hero_h_10296,hero_i_10296,shirt_604,4,3,4,4,4090,1,34,36,86,120,1000,1000,1000,2500,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10299,德桑克蒂斯,反应奇快、门线技术好、爆发力出众。 ,hero_h_10299,hero_i_10299,shirt_604,4,3,4,4,4090,1,34,36,86,120,1000,1000,1000,2500,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10305,马尔凯蒂,意大利足坛最近两年涌现出的一颗新星。,hero_h_10305,hero_i_10305,shirt_604,4,3,4,4,4090,1,56,56,86,53,1000,1000,2500,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10009,阿德巴约,身材就像重型装甲车，脚下功夫不错，头球能力也不弱。,hero_h_10009,hero_i_10009,shirt_603,1,3,3,3,4079,1,79,96,73,21,1000,2500,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10194,施魏因施泰格,体力充沛，身形健硕，技术全面，无论是进攻端还是防守端都有着不俗的能力。,hero_h_10194,hero_i_10194,shirt_603,2,3,3,3,4078,1,78,98,43,34,1000,2500,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10093,列侬,列侬身材不高，速度极快，突破过人能力很强。,hero_h_10093,hero_i_10093,shirt_602,2,3,2,2,4089,1,71,72,51,59,1000,2500,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10121,佩罗塔,一个技术和抢断能力俱佳的大器晚成型后腰。,hero_h_10121,hero_i_10121,shirt_602,2,3,4,2,4079,1,61,78,27,46,1000,1000,2500,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10017,尼尔・马,18岁开始为国际队出战正式比赛，两年里出场42次打进16球。,hero_h_10017,hero_i_10017,shirt_601,1,3,5,1,4079,1,78,61,86,32,1000,2500,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10095,迭戈,代表巴西国家队效力超过30次。,hero_h_10095,hero_i_10095,shirt_601,2,3,5,1,4088,1,43,57,46,32,2500,1000,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10120,安德森,曾参加国际足联U17世界锦标赛并获得了代表最有价值球员的金球奖。,hero_h_10120,hero_i_10120,shirt_601,2,3,2,1,4078,1,66,46,53,32,2500,1000,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10233,阿尔维斯,体力十分充沛，除了完成防守之外，还积极的前插助攻。,hero_h_10233,hero_i_10233,shirt_601,3,3,5,1,4088,1,65,89,99,45,1000,1000,2500,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10234,马塞洛,进攻上速度快，带球能力较强，传中精度尚可，远射不错。,hero_h_10234,hero_i_10234,shirt_601,3,3,5,1,4089,1,89,77,37,32,1000,2500,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10235,威廉・基恩,基恩是有创造性和致命性的中锋，擅长自己寻找机会。,hero_h_10235,hero_i_10235,shirt_628,1,3,2,2,4089,1,77,89,37,54,2500,1000,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10237,安德斯,控球能力出色，能准确地传球给队友，这是他优点之一。,hero_h_10237,hero_i_10236,shirt_628,4,3,2,8,4089,1,23,88,37,54,1000,2500,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10238,纳斯塔西奇,多次入选塞尔维亚国青，凭借优异的表现受到关注。,hero_h_10237,hero_i_10237,shirt_608,3,3,2,8,4089,1,27,52,37,32,1000,2500,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10239,马沙多,入选过各年龄段的葡萄牙队，不受葡超豪门重视，常被租借。,hero_h_10239,hero_i_10239,shirt_608,2,2,6,8,4080,1,31,47,49,32,1000,1000,2500,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10240,罗兰多,他几乎具备了成为一名优秀中卫的全部条件。,hero_h_10240,hero_i_10240,shirt_608,3,3,7,8,4080,1,31,47,78,43,1000,1000,2500,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10241,波斯蒂加,总能在葡萄牙需要他的时候挺身而出，屡次建功。,hero_h_10241,hero_i_10241,shirt_608,1,2,5,8,4080,1,31,47,49,35,1000,1000,2500,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10242,B・阿尔维斯,他防空能力超强，是葡足坛少有的身体条件优秀的中后卫。,hero_h_10242,hero_i_10242,shirt_608,3,3,7,8,4080,1,31,88,76,32,1000,2500,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10243,布拉沃,很快就表现出了门将天赋，年仅19岁就当上球队的主力。,hero_h_10243,hero_i_10243,shirt_609,4,3,5,8,4071,1,77,32,51,100,1000,1000,1000,2500,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10244,伊斯拉,具有典型南美边后卫的特点，防守不错，擅于助攻。,hero_h_10244,hero_i_10244,shirt_609,3,3,4,8,4071,1,77,56,100,32,1000,1000,2500,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10245,梅德尔,他射门力道强劲，头球能力优异和美妙的传球技巧。,hero_h_10245,hero_i_10245,shirt_609,5,3,2,8,4071,1,77,96,51,43,2500,1000,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10246,加雷斯・巴里,早期踢后卫，可以打中卫，也能左后卫，是后防多面手。,hero_h_10246,hero_i_10246,shirt_602,2,3,2,2,4089,1,27,52,98,43,1000,1000,2500,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
10247,菲罗,在2002年凭借着出色的表现入选了科洛科洛的一线队。,hero_h_10246,hero_i_10246,shirt_609,2,3,7,8,4089,1,27,52,37,23,1000,2500,1000,1000,100#200#300#400#500#600,100#200#300#400#500#601,100#200#300#400#500#602,100#200#300#400#500#603
